trial,seed,operator_a,operator_b,kendall_tau,jaccard_top_k
930,972,geometric@0.10,linear@0.90,-0.3458524444913561,0.09289617486338798
930,972,geometric@0.50,linear@0.90,-0.08152030677462475,0.19760479041916168
930,972,geometric@0.90,linear@0.90,0.2515606116891608,0.3422818791946309
930,972,min,linear@0.90,-0.12402605409502362,0.14285714285714285
930,972,geometric@0.50,geometric@0.10,0.0849673202614379,0.47058823529411764
930,972,geometric@0.90,geometric@0.10,-0.23592552026286967,0.20481927710843373
930,972,min,geometric@0.10,0.03319910514541387,0.3333333333333333
930,972,geometric@0.90,geometric@0.50,0.1956834532374101,0.42857142857142855
930,972,min,geometric@0.50,0.5599512261211218,0.639344262295082
930,972,min,geometric@0.90,0.11748483177054606,0.35135135135135137
931,973,linear@0.50,linear@0.10,0.060182370820668685,0.41843971631205673
931,973,linear@0.90,linear@0.10,-0.3048229983368972,0.08695652173913043
931,973,geometric@0.10,linear@0.10,0.8192681105302465,0.9230769230769231
931,973,geometric@0.50,linear@0.10,0.025471980821096793,0.4084507042253521
931,973,geometric@0.90,linear@0.10,-0.2691515513919341,0.14942528735632185
931,973,min,linear@0.10,-0.0362448009506833,0.2987012987012987
931,973,linear@0.90,linear@0.50,-0.009125067096081591,0.2345679012345679
931,973,geometric@0.10,linear@0.50,0.13856740694400999,0.43884892086330934
931,973,geometric@0.50,linear@0.50,0.88355795148248,0.8867924528301887
931,973,geometric@0.90,linear@0.50,0.16261203585147244,0.3986013986013986
931,973,min,linear@0.50,0.5048518227117754,0.6129032258064516
931,973,geometric@0.10,linear@0.90,-0.31858394540459833,0.09289617486338798
931,973,geometric@0.50,linear@0.90,-0.07703079785221345,0.20481927710843373
931,973,geometric@0.90,linear@0.90,0.32110215619157967,0.42857142857142855
931,973,min,linear@0.90,-0.0752843275905695,0.1695906432748538
931,973,geometric@0.50,geometric@0.10,0.10195272353545735,0.42857142857142855
931,973,geometric@0.90,geometric@0.10,-0.22718107272482863,0.15606936416184972
931,973,min,geometric@0.10,0.02823283373997909,0.3157894736842105
931,973,geometric@0.90,geometric@0.50,0.12943555800698658,0.35135135135135137
931,973,min,geometric@0.50,0.5795470730665149,0.680672268907563
931,973,min,geometric@0.90,0.10720651897122484,0.2987012987012987
932,974,linear@0.50,linear@0.10,0.07187257187257187,0.3888888888888889
932,974,linear@0.90,linear@0.10,-0.27583356296500416,0.04712041884816754
932,974,geometric@0.10,linear@0.10,0.8059299191374664,0.8867924528301887
932,974,geometric@0.50,linear@0.10,0.04636015325670498,0.3793103448275862
932,974,geometric@0.90,linear@0.10,-0.32756860625713086,0.09289617486338798
932,974,min,linear@0.10,-0.04409603135717785,0.27388535031847133
932,974,linear@0.90,linear@0.50,-0.009576537483166244,0.21951219512195122
932,974,geometric@0.10,linear@0.50,0.15243837935047075,0.4492753623188406
932,974,geometric@0.50,linear@0.50,0.8619047619047617,0.9047619047619048
932,974,geometric@0.90,linear@0.50,0.07528735632183908,0.3793103448275862
932,974,min,linear@0.50,0.4343225806451612,0.6
932,974,geometric@0.10,linear@0.90,-0.31748004265671065,0.05263157894736842
932,974,geometric@0.50,linear@0.90,-0.0899112881144563,0.20481927710843373
932,974,geometric@0.90,linear@0.90,0.3766100520077322,0.3986013986013986
932,974,min,linear@0.90,-0.08696101891669908,0.14285714285714285
932,974,geometric@0.50,geometric@0.10,0.12605567719737254,0.43884892086330934
932,974,geometric@0.90,geometric@0.10,-0.30254500310366234,0.1111111111111111
932,974,min,geometric@0.10,0.025165562913907286,0.32450331125827814
932,974,geometric@0.90,geometric@0.50,0.05383141762452107,0.3793103448275862
932,974,min,geometric@0.50,0.5190353610621867,0.639344262295082
932,974,min,geometric@0.90,0.030917469627147042,0.2903225806451613
933,975,linear@0.50,linear@0.10,0.1046981187826258,0.3986013986013986
933,975,linear@0.90,linear@0.10,-0.2773766877927804,0.04712041884816754
933,975,geometric@0.10,linear@0.10,0.8413919413919413,0.9047619047619048
933,975,geometric@0.50,linear@0.10,0.08508158508158507,0.3888888888888889
933,975,geometric@0.90,linear@0.10,-0.2864663585002568,0.12994350282485875
933,975,min,linear@0.10,-0.01771585827313382,0.30718954248366015
933,975,linear@0.90,linear@0.50,-0.06522964215271908,0.1834319526627219
933,975,geometric@0.10,linear@0.50,0.1605234242333433,0.4084507042253521
933,975,geometric@0.50,linear@0.50,0.833831217326363,0.9230769230769231
933,975,geometric@0.90,linear@0.50,0.08756032699694671,0.3986013986013986
933,975,min,linear@0.50,0.416258064516129,0.6
933,975,geometric@0.10,linear@0.90,-0.3415682276911619,0.04712041884816754
933,975,geometric@0.50,linear@0.90,-0.1836413687853376,0.16279069767441862
933,975,geometric@0.90,linear@0.90,0.20551013801111426,0.3157894736842105
933,975,min,linear@0.90,-0.17389254453106398,0.08695652173913043
933,975,geometric@0.50,geometric@0.10,0.1372008273416724,0.3986013986013986
933,975,geometric@0.90,geometric@0.10,-0.2630970724191063,0.12994350282485875
933,975,min,geometric@0.10,0.024573021958870688,0.3157894736842105
933,975,geometric@0.90,geometric@0.50,0.05708812260536398,0.3793103448275862
933,975,min,geometric@0.50,0.5258953168044077,0.6528925619834711
933,975,min,geometric@0.90,0.047808105872622006,0.28205128205128205
934,976,linear@0.50,linear@0.10,0.05788655788655788,0.3888888888888889
934,976,linear@0.90,linear@0.10,-0.30317273795534666,0.08108108108108109
934,976,geometric@0.10,linear@0.10,0.735202492211838,0.8518518518518519
934,976,geometric@0.50,linear@0.10,0.04564879564879565,0.3888888888888889
934,976,geometric@0.90,linear@0.10,-0.2639958911145352,0.12994350282485875
934,976,min,linear@0.10,0.014987800627396308,0.3157894736842105
934,976,linear@0.90,linear@0.50,-0.0057161522129675,0.27388535031847133
934,976,geometric@0.10,linear@0.50,0.1559284786734592,0.4084507042253521
934,976,geometric@0.50,linear@0.50,0.9072024849543778,0.9607843137254902
934,976,geometric@0.90,linear@0.50,0.17697841726618704,0.42857142857142855
934,976,min,linear@0.50,0.5358126721763085,0.6528925619834711
934,976,geometric@0.10,linear@0.90,-0.28220231836073284,0.09289617486338798
934,976,geometric@0.50,linear@0.90,-0.0597051189824178,0.2578616352201258
934,976,geometric@0.90,linear@0.90,0.3903174036932068,0.5037593984962406
934,976,min,linear@0.90,-0.10322482672359728,0.17647058823529413
934,976,geometric@0.50,geometric@0.10,0.14314254320247727,0.4084507042253521
934,976,geometric@0.90,geometric@0.10,-0.2051231527093596,0.14285714285714285
934,976,min,geometric@0.10,0.10120805369127515,0.3333333333333333
934,976,geometric@0.90,geometric@0.50,0.14913595045450004,0.4084507042253521
934,976,min,geometric@0.50,0.600626691354508,0.680672268907563
934,976,min,geometric@0.90,0.07653938768489853,0.30718954248366015
935,977,linear@0.50,linear@0.10,-0.02192393736017897,0.3333333333333333
935,977,linear@0.90,linear@0.10,-0.3467971327796109,0.06382978723404255
935,977,geometric@0.10,linear@0.10,0.8095238095238096,0.8867924528301887
935,977,geometric@0.50,linear@0.10,-0.05681422098292088,0.3157894736842105
935,977,geometric@0.90,linear@0.10,-0.3069030417096716,0.0989010989010989
935,977,min,linear@0.10,-0.08351245919910835,0.2578616352201258
935,977,linear@0.90,linear@0.50,0.006284038542103057,0.2903225806451613
935,977,geometric@0.10,linear@0.50,0.03658760801617945,0.35135135135135137
935,977,geometric@0.50,linear@0.50,0.8698642214776936,0.8691588785046729
935,977,geometric@0.90,linear@0.50,0.2067563340631842,0.43884892086330934
935,977,min,linear@0.50,0.4585676790401199,0.5748031496062992
935,977,geometric@0.10,linear@0.90,-0.36910345458215904,0.06951871657754011
935,977,geometric@0.50,linear@0.90,-0.07354910955313212,0.26582278481012656
935,977,geometric@0.90,linear@0.90,0.3197292615979752,0.43884892086330934
935,977,min,linear@0.90,-0.1197533517756832,0.1695906432748538
935,977,geometric@0.50,geometric@0.10,0.0021766733176129148,0.3422818791946309
935,977,geometric@0.90,geometric@0.10,-0.2812768569674647,0.10497237569060773
935,977,min,geometric@0.10,-0.023376623376623374,0.2903225806451613
935,977,geometric@0.90,geometric@0.50,0.17264437689969606,0.41843971631205673
935,977,min,geometric@0.50,0.5333333333333332,0.6528925619834711
935,977,min,geometric@0.90,0.0773355676581483,0.2903225806451613
936,978,linear@0.50,linear@0.10,0.12049808429118775,0.3793103448275862
936,978,linear@0.90,linear@0.10,-0.32940203912923666,0.04712041884816754
936,978,geometric@0.10,linear@0.10,0.8088520543114089,0.8691588785046729
936,978,geometric@0.50,linear@0.10,0.0882515168229454,0.35135135135135137
936,978,geometric@0.90,linear@0.10,-0.3043585021485574,0.10497237569060773
936,978,min,linear@0.10,-0.011968423733129615,0.2987012987012987
936,978,linear@0.90,linear@0.50,-0.1890968801313629,0.14285714285714285
936,978,geometric@0.10,linear@0.50,0.19069024073519128,0.4084507042253521
936,978,geometric@0.50,linear@0.50,0.905128205128205,0.9047619047619048
936,978,geometric@0.90,linear@0.50,-0.003265009976419372,0.3422818791946309
936,978,min,linear@0.50,0.4228596262494568,0.6949152542372882
936,978,geometric@0.10,linear@0.90,-0.3771174633386833,0.05263157894736842
936,978,geometric@0.50,linear@0.90,-0.2774407438146237,0.12994350282485875
936,978,geometric@0.90,linear@0.90,0.16177223506646946,0.3422818791946309
936,978,min,linear@0.90,-0.2606487313186969,0.09289617486338798
936,978,geometric@0.50,geometric@0.10,0.1553639846743295,0.3793103448275862
936,978,geometric@0.90,geometric@0.10,-0.2765983860955928,0.1111111111111111
936,978,min,geometric@0.10,0.054138702460850105,0.3333333333333333
936,978,geometric@0.90,geometric@0.50,-0.026225165562913905,0.32450331125827814
936,978,min,geometric@0.50,0.4762958280657395,0.7699115044247787
936,978,min,geometric@0.90,-0.028299604934290092,0.26582278481012656
937,979,linear@0.50,linear@0.10,0.11572456320657759,0.42857142857142855
937,979,linear@0.90,linear@0.10,-0.27702542171537187,0.08695652173913043
937,979,geometric@0.10,linear@0.10,0.7972138952565685,0.8691588785046729
937,979,geometric@0.50,linear@0.10,0.09681867428346301,0.3986013986013986
937,979,geometric@0.90,linear@0.10,-0.2548003454919939,0.14942528735632185
937,979,min,linear@0.10,0.04147786685256187,0.3157894736842105
937,979,linear@0.90,linear@0.50,-0.01289308176100629,0.25
937,979,geometric@0.10,linear@0.50,0.20346320346320348,0.5037593984962406
937,979,geometric@0.50,linear@0.50,0.9012519837771116,0.8691588785046729
937,979,geometric@0.90,linear@0.50,0.16279547790339158,0.42857142857142855
937,979,min,linear@0.50,0.5091612903225806,0.6
937,979,geometric@0.10,linear@0.90,-0.3092648393212994,0.0989010989010989
937,979,geometric@0.50,linear@0.90,-0.09815078174282567,0.21951219512195122
937,979,geometric@0.90,linear@0.90,0.3322225771852275,0.42857142857142855
937,979,min,linear@0.90,-0.10570395781701714,0.15606936416184972
937,979,geometric@0.50,geometric@0.10,0.18453159041394332,0.47058823529411764
937,979,geometric@0.90,geometric@0.10,-0.21823048746125673,0.1834319526627219
937,979,min,geometric@0.10,0.12241379310344827,0.3793103448275862
937,979,geometric@0.90,geometric@0.50,0.12316451902906801,0.4084507042253521
937,979,min,geometric@0.50,0.5655889474433842,0.680672268907563
937,979,min,geometric@0.90,0.08591843848030674,0.3157894736842105
938,980,linear@0.50,linear@0.10,0.10036442430808627,0.3986013986013986
938,980,linear@0.90,linear@0.10,-0.29044241810199256,0.0582010582010582
938,980,geometric@0.10,linear@0.10,0.8282120395327943,0.8867924528301887
938,980,geometric@0.50,linear@0.10,0.06149425287356322,0.3793103448275862
938,980,geometric@0.90,linear@0.10,-0.3466009852216749,0.14285714285714285
938,980,min,linear@0.10,-0.03851516207737888,0.3157894736842105
938,980,linear@0.90,linear@0.50,-0.11097511219910243,0.16279069767441862
938,980,geometric@0.10,linear@0.50,0.16713585653216556,0.43884892086330934
938,980,geometric@0.50,linear@0.50,0.861172161172161,0.9047619047619048
938,980,geometric@0.90,linear@0.50,0.018439716312056736,0.41843971631205673
938,980,min,linear@0.50,0.4402239104358256,0.6260162601626016
938,980,geometric@0.10,linear@0.90,-0.36933510785944074,0.0582010582010582
938,980,geometric@0.50,linear@0.90,-0.2197907373455402,0.14942528735632185
938,980,geometric@0.90,linear@0.90,0.20965477744988634,0.2987012987012987
938,980,min,linear@0.90,-0.19794189852538732,0.09289617486338798
938,980,geometric@0.50,geometric@0.10,0.1250253292806484,0.41843971631205673
938,980,geometric@0.90,geometric@0.10,-0.3231617152843124,0.15606936416184972
938,980,min,geometric@0.10,0.01728258871116014,0.35135135135135137
938,980,geometric@0.90,geometric@0.50,-0.006796020880527922,0.3986013986013986
938,980,min,geometric@0.50,0.5277026064663154,0.680672268907563
938,980,min,geometric@0.90,-0.023209049015500628,0.2903225806451613
939,981,linear@0.50,linear@0.10,0.09498834498834499,0.3888888888888889
939,981,linear@0.90,linear@0.10,-0.27685076380728557,0.08108108108108109
939,981,geometric@0.10,linear@0.10,0.8429469901168016,0.8867924528301887
939,981,geometric@0.50,linear@0.10,0.0774391948560246,0.36054421768707484
939,981,geometric@0.90,linear@0.10,-0.27765596970300976,0.14942528735632185
939,981,min,linear@0.10,0.028058556988497737,0.3157894736842105
939,981,linear@0.90,linear@0.50,-0.06875176105945338,0.1834319526627219
939,981,geometric@0.10,linear@0.50,0.1539568345323741,0.42857142857142855
939,981,geometric@0.50,linear@0.50,0.9029126213592235,0.9230769230769231
939,981,geometric@0.90,linear@0.50,0.13293712855802314,0.43884892086330934
939,981,min,linear@0.50,0.5630885122410547,0.6949152542372882
939,981,geometric@0.10,linear@0.90,-0.3400969231160133,0.08695652173913043
939,981,geometric@0.50,linear@0.90,-0.16490600518503143,0.17647058823529413
939,981,geometric@0.90,linear@0.90,0.23645401793947662,0.35135135135135137
939,981,min,linear@0.90,-0.17417735254914765,0.12359550561797752
939,981,geometric@0.50,geometric@0.10,0.13345809120457008,0.3986013986013986
939,981,geometric@0.90,geometric@0.10,-0.25462676298589615,0.1695906432748538
939,981,min,geometric@0.10,0.07942636514065085,0.35135135135135137
939,981,geometric@0.90,geometric@0.50,0.09640287769784174,0.42857142857142855
939,981,min,geometric@0.50,0.6314236919732961,0.7543859649122807
939,981,min,geometric@0.90,0.06379849236992094,0.35135135135135137
940,982,linear@0.50,linear@0.10,0.04052905054322154,0.3698630136986301
940,982,linear@0.90,linear@0.10,-0.33223347366025713,0.06382978723404255
940,982,geometric@0.10,linear@0.10,0.7808065720687081,0.9230769230769231
940,982,geometric@0.50,linear@0.10,0.0075381503952932525,0.35135135135135137
940,982,geometric@0.90,linear@0.10,-0.3254811486855686,0.0989010989010989
940,982,min,linear@0.10,-0.05372670807453416,0.2422360248447205
940,982,linear@0.90,linear@0.50,-0.08558758314855877,0.21212121212121213
940,982,geometric@0.10,linear@0.50,0.1367495754669863,0.4084507042253521
940,982,geometric@0.50,linear@0.50,0.8659478885893982,0.8867924528301887
940,982,geometric@0.90,linear@0.50,0.11377484766756567,0.4084507042253521
940,982,min,linear@0.50,0.44282945736434104,0.5503875968992248
940,982,geometric@0.10,linear@0.90,-0.3558824744113236,0.06951871657754011
940,982,geometric@0.50,linear@0.90,-0.15748385059185757,0.19760479041916168
940,982,geometric@0.90,linear@0.90,0.25473253852432287,0.4084507042253521
940,982,min,linear@0.90,-0.18818471548135243,0.12994350282485875
940,982,geometric@0.50,geometric@0.10,0.1012043512043512,0.3888888888888889
940,982,geometric@0.90,geometric@0.10,-0.2711229607058973,0.12359550561797752
940,982,min,geometric@0.10,0.02825412379552507,0.27388535031847133
940,982,geometric@0.90,geometric@0.50,0.08275862068965517,0.3793103448275862
940,982,min,geometric@0.50,0.5239968528717545,0.6129032258064516
940,982,min,geometric@0.90,0.012572373862696443,0.28205128205128205
941,983,linear@0.50,linear@0.10,0.10842911877394636,0.3793103448275862
941,983,linear@0.90,linear@0.10,-0.2871777552628616,0.0582010582010582
941,983,geometric@0.10,linear@0.10,0.793334508904955,0.8691588785046729
941,983,geometric@0.50,linear@0.10,0.08644307982994803,0.3698630136986301
941,983,geometric@0.90,linear@0.10,-0.2773439979686409,0.12359550561797752
941,983,min,linear@0.10,0.035938189845474616,0.32450331125827814
941,983,linear@0.90,linear@0.50,-0.07365990909746772,0.19760479041916168
941,983,geometric@0.10,linear@0.50,0.18669463590050941,0.4084507042253521
941,983,geometric@0.50,linear@0.50,0.8897435897435897,0.9047619047619048
941,983,geometric@0.90,linear@0.50,0.11205673758865248,0.41843971631205673
941,983,min,linear@0.50,0.5052160953800298,0.639344262295082
941,983,geometric@0.10,linear@0.90,-0.3340435483749801,0.06382978723404255
941,983,geometric@0.50,linear@0.90,-0.17546252325567335,0.1695906432748538
941,983,geometric@0.90,linear@0.90,0.23087053730775767,0.3422818791946309
941,983,min,linear@0.90,-0.16068792851922103,0.12359550561797752
941,983,geometric@0.50,geometric@0.10,0.1622180636265143,0.3986013986013986
941,983,geometric@0.90,geometric@0.10,-0.23857142857142855,0.13636363636363635
941,983,min,geometric@0.10,0.10682110682110682,0.35135135135135137
